qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
IQ1_S,64x4096,64,4096,iq_tables_tuned_threads,3,41.754262,1.737386703491211,-95.83901949101336,1048576,51200,0.6330058804928361,0.06761438586763897,589390.9501795495,True
IQ1_S,4096x4096,4096,4096,iq_tables_tuned_threads,1,129.078278,6.4778242111206055,-94.98147611550829,67108864,3276800,10.865633537749847,1.1606102902958606,10116977.22323077,skip
IQ1_S,11008x4096,11008,4096,iq_tables_tuned_threads,1,277.797699,15.57913589477539,-94.39191326967205,180355072,8806400,12.141974579182987,1.2969423818823955,11305376.703149896,skip
IQ1_M,64x4096,64,4096,iq_tables_tuned_threads,3,37.506388,3.036160151163737,-91.9049518946913,1048576,57344,0.3642495602796543,0.03890723779957854,337268.1113700503,True
IQ1_M,4096x4096,4096,4096,iq_tables_tuned_threads,1,130.176773,10.926079750061035,-91.60673636451179,67108864,3670016,6.477975780801399,0.6919435783808373,5998125.722964259,skip
IQ1_M,11008x4096,11008,4096,iq_tables_tuned_threads,1,249.66861,25.023487091064453,-89.9773194992096,180355072,9863168,7.601588032385956,0.8119619773964917,7038507.437394404,skip
IQ2_XXS,64x4096,64,4096,iq_tables_tuned_threads,3,58.359807,5.09986146291097,-91.26134624997823,1048576,67584,0.2188608471264046,0.02337757392933183,200789.7680058758,True
IQ2_XXS,4096x4096,4096,4096,iq_tables_tuned_threads,1,233.813828,16.77516746520996,-92.82541686747032,67108864,4325376,4.2583324517115875,0.45485285747827253,3906727.019918888,skip
IQ2_XXS,11008x4096,11008,4096,iq_tables_tuned_threads,1,511.188995,31.520767211914062,-93.83383298149562,180355072,11624448,6.090572564726044,0.650563187857941,5587681.252042241,skip
IQ2_XS,64x4096,64,4096,iq_tables_tuned_threads,3,169.488383,12.272640228271484,-92.75900801515613,1048576,75776,0.09161451644365176,0.009785784708785704,83437.62881935497,True
IQ2_XS,4096x4096,4096,4096,iq_tables_tuned_threads,1,610.387939,46.09638214111328,-92.44801884247039,67108864,4849664,1.5610450247421983,0.16674268583018567,1421716.780275226,skip
IQ2_XS,11008x4096,11008,4096,iq_tables_tuned_threads,1,1331.420166,97.93228912353516,-92.64452412360899,180355072,13033472,1.9747168756165092,0.21092895488319902,1798467.0998328864,skip
IQ2_S,64x4096,64,4096,iq_tables_tuned_threads,3,213.381795,3.901034673055013,-98.1718052971412,1048576,83968,0.29031887561078046,0.031010347747359588,262494.46257755917,True
IQ2_S,4096x4096,4096,4096,iq_tables_tuned_threads,1,741.796814,13.079551696777344,-98.23677434980499,67108864,5373952,5.541689629764525,0.591934376176514,5010569.285501379,skip
IQ2_S,11008x4096,11008,4096,iq_tables_tuned_threads,1,1624.433716,22.10304069519043,-98.6393387137016,180355072,14442496,8.813157007958072,0.9413754548128681,7968496.390558835,skip
IQ3_XXS,64x4096,64,4096,iq_tables_tuned_threads,3,270.784831,4.718250592549642,-98.25756465931815,1048576,100352,0.24350720197316691,0.026010168978120796,217029.59177644108,True
IQ3_XXS,4096x4096,4096,4096,iq_tables_tuned_threads,1,1092.228027,20.402240753173828,-98.13205299179035,67108864,6422528,3.604084124365666,0.3849694642561062,3212196.1892742123,skip
IQ3_XXS,11008x4096,11008,4096,iq_tables_tuned_threads,1,2437.06958,48.80998229980469,-97.99718552558501,180355072,17260544,4.048672150425892,0.43245803785792475,3608442.2018056083,skip
IQ3_S,64x4096,64,4096,iq_tables_tuned_threads,3,254.123698,3.108096122741699,-98.77693574145073,1048576,112640,0.3736100667876622,0.03990707827255524,329462.14002439345,True
IQ3_S,4096x4096,4096,4096,iq_tables_tuned_threads,1,1029.164062,13.377440452575684,-98.7001644396153,67108864,7208960,5.555459152553424,0.5934051647675095,4898993.961687323,skip
IQ3_S,11008x4096,11008,4096,iq_tables_tuned_threads,1,2305.68335,33.44895935058594,-98.54928217482309,180355072,19374080,5.971161909899636,0.6378083646549493,5265574.876454705,skip
