qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
IQ2_XS,64x4096,64,4096,iq_fused_grid_or_neighbour,5,169.488383,13.507174682617187,-92.0306191825447,1048576,75776,0.08324109419025759,0.008891379426432129,75811.56119331293,True
IQ2_XS,4096x4096,4096,4096,iq_fused_grid_or_neighbour,2,610.387939,45.17427062988281,-92.59908858882568,67108864,4849664,1.5929095699090132,0.1701462903128619,1450737.3132140376,skip
IQ2_XS,11008x4096,11008,4096,iq_fused_grid_or_neighbour,2,1331.420166,86.02568054199219,-93.53880294599712,180355072,13033472,2.2480327128083593,0.24012312676867753,2047388.6273300175,skip
IQ2_XXS,64x4096,64,4096,iq_fused_grid_or_neighbour,5,58.359807,4.2786815643310545,-92.66844462948438,1048576,67584,0.26086540519976853,0.02786428169192144,239326.0598163014,True
IQ2_XXS,4096x4096,4096,4096,iq_fused_grid_or_neighbour,2,233.813828,16.146543502807617,-93.09427349061339,67108864,4325376,4.424119625824485,0.47256137853284386,4058825.344793105,skip
IQ2_XXS,11008x4096,11008,4096,iq_fused_grid_or_neighbour,2,511.188995,30.281728744506836,-94.07621661641858,180355072,11624448,6.339780717929635,0.6771823027055794,5816312.585256546,skip
IQ2_S,64x4096,64,4096,iq_fused_grid_or_neighbour,5,213.381795,3.499212646484375,-98.36011659453686,1048576,83968,0.32365680923617374,0.03457133189875814,292637.25970720954,True
IQ2_S,4096x4096,4096,4096,iq_fused_grid_or_neighbour,2,741.796814,12.501487731933594,-98.31470188385933,67108864,5373952,5.797935218130166,0.6193051931350316,5242256.07425874,skip
IQ2_S,11008x4096,11008,4096,iq_fused_grid_or_neighbour,2,1624.433716,18.79961585998535,-98.84269726275582,180355072,14442496,10.361784488087501,1.1067917633077868,9368702.06879521,skip
IQ3_XXS,64x4096,64,4096,iq_fused_grid_or_neighbour,5,270.784831,3.8428672790527343,-98.58084100765132,1048576,100352,0.29897675786586375,0.03193513756311298,266467.69863267714,True
IQ3_XXS,4096x4096,4096,4096,iq_fused_grid_or_neighbour,2,1092.228027,17.64454460144043,-98.38453654683222,67108864,6422528,4.1673726163494855,0.44513700238725545,3714235.8434487395,skip
IQ3_XXS,11008x4096,11008,4096,iq_fused_grid_or_neighbour,2,2437.06958,43.96324920654297,-98.19606097555315,180355072,17260544,4.495018443054232,0.4801344203219646,4006255.2968397797,skip
IQ3_S,64x4096,64,4096,iq_fused_grid_or_neighbour,5,254.123698,2.7180992126464845,-98.93040309343898,1048576,112640,0.42721619380088005,0.04563300510584064,376733.85696726636,True
IQ3_S,4096x4096,4096,4096,iq_fused_grid_or_neighbour,2,1029.164062,12.56704044342041,-98.77890795963098,67108864,7208960,5.913709304477474,0.6316715770644599,5214911.203242922,skip
IQ3_S,11008x4096,11008,4096,iq_fused_grid_or_neighbour,2,2305.68335,31.331327438354492,-98.64112617899788,180355072,19374080,6.374742736099333,0.6809167630954212,5621466.257583186,skip
