qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
IQ3_S,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,2305.68335,34.309120178222656,-98.51197606218466,180355072,19374080,5.821459453418917,0.6218179292265452,5133562.128235376,skip
IQ1_S,64x4096,64,4096,cuda_quant_current_iq_tables,3,41.754262,1.9575467109680176,-95.31174395809458,1048576,51200,0.5618134136151237,0.06000997795504419,523103.7370718098,True
IQ1_S,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,129.078278,6.745984077453613,-94.77372631400179,67108864,3276800,10.433713331053143,1.1144748270725424,9714816.881799947,skip
IQ1_S,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,277.797699,15.699968338012695,-94.34841670952332,180355072,8806400,12.048525699380109,1.2869606600491463,11218366.572979618,skip
IQ1_M,64x4096,64,4096,cuda_quant_current_iq_tables,3,37.506388,3.7812906901041665,-89.9182755478769,1048576,57344,0.2924715634516674,0.031240286632307986,270807.00319598836,True
IQ1_M,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,130.176773,12.19372844696045,-90.63294613474523,67108864,3670016,5.804531428419924,0.6200097659068494,5374566.137425856,skip
IQ1_M,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,249.66861,26.001407623291016,-89.58563208114508,180355072,9863168,7.31569008708629,0.7814238503617059,6773787.117672492,skip
IQ4_NL,64x4096,64,4096,cuda_quant_current_iq_tables,3,0.200591,0.2392746607462565,19.28484366011262,1048576,147456,4.998573590156943,0.5339215541718589,34236805.412033856,True
IQ4_NL,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,3.170048,3.1651840209960938,-0.15343550015350643,67108864,9437184,24.183759140775233,2.583182988760439,165642185.89572078,skip
IQ4_NL,11008x4096,11008,4096,cuda_quant_current_iq_tables,1,8.169773,8.432640075683594,3.2175566650823035,180355072,25362432,24.39538533053345,2.605787794331708,167091680.34611952,skip
IQ4_XS,64x4096,64,4096,cuda_quant_current_iq_tables,3,1.699471,1.962666670481364,15.486917427915161,1048576,139264,0.6052173901280292,0.06464616429481192,521739.1294207149,True
IQ4_XS,4096x4096,4096,4096,cuda_quant_current_iq_tables,1,3.461581,3.1445438861846924,-9.158737403958117,67108864,8912896,24.175766900247652,2.5823292993214753,20841178.362282455,skip
