qtype,shape,rows,width,kernel_variant,iterations,old_baseline_ms,ms,delta_pct,decoded_bytes,encoded_bytes,traffic_gb_s,roofline_pct,blocks_per_s,exact
IQ1_S,64x4096,64,4096,iq_tables_threads128,3,41.754262,1.8640213012695312,-95.53573404968927,1048576,51200,0.5900018413153189,0.06302091874763072,549349.9453587699,True
IQ1_S,4096x4096,4096,4096,iq_tables_threads128,1,129.078278,6.503232002258301,-94.96179209777009,67108864,3276800,10.823182069401492,1.1560758459091531,10077450.716388727,skip
IQ1_S,11008x4096,11008,4096,iq_tables_threads128,1,277.797699,15.769599914550781,-94.32335113958206,180355072,8806400,11.995324740322593,1.281278011143195,11168831.229350643,skip
IQ1_M,64x4096,64,4096,iq_tables_threads128,3,37.506388,3.041599909464518,-91.89044834318753,1048576,57344,0.3635981170826311,0.03883765403574355,336664.9232246585,True
IQ1_M,4096x4096,4096,4096,iq_tables_threads128,1,130.176773,10.995712280273438,-91.55324561604132,67108864,3670016,6.43695271355717,0.6875617083483411,5960141.401441824,skip
IQ1_M,11008x4096,11008,4096,iq_tables_threads128,1,249.66861,24.91084861755371,-90.0224346915082,180355072,9863168,7.635959855095445,0.8156333961862257,7070333.199162449,skip
IQ2_XXS,64x4096,64,4096,iq_tables_threads128,3,58.359807,5.071189244588216,-91.31047632733224,1048576,67584,0.22009827402736434,0.023509749415441608,201925.02204345353,True
IQ2_XXS,4096x4096,4096,4096,iq_tables_threads128,1,233.813828,16.57753562927246,-92.90994216592165,67108864,4325376,4.30909886713572,0.4602754611339159,3953301.7129685506,skip
IQ2_XXS,11008x4096,11008,4096,iq_tables_threads128,1,511.188995,31.304704666137695,-93.87609964761904,180355072,11624448,6.132609205148141,0.655053322489654,5626246.977200129,skip
IQ2_XS,64x4096,64,4096,iq_tables_threads128,3,169.488383,12.294485727945963,-92.7461189313807,1048576,75776,0.09145173087185691,0.009768396803231884,83289.37237874036,True
IQ2_XS,4096x4096,4096,4096,iq_tables_threads128,1,610.387939,46.41984176635742,-92.39502637578208,67108864,4849664,1.5501674555933456,0.1655808006401779,1411810.0688463985,skip
IQ2_XS,11008x4096,11008,4096,iq_tables_threads128,1,1331.420166,96.3983383178711,-92.75973574837148,180355072,13033472,2.0061398087828666,0.21428538867580288,1827085.4360499696,skip
IQ2_S,64x4096,64,4096,iq_tables_threads128,3,213.381795,3.7975893020629883,-98.220284302106,1048576,83968,0.29822708827011946,0.03185506176779742,269644.7452713557,True
IQ2_S,4096x4096,4096,4096,iq_tables_threads128,1,741.796814,13.111231803894043,-98.23250362411316,67108864,5373952,5.528299482774194,0.5905041105291811,4998462.461821152,skip
IQ2_S,11008x4096,11008,4096,iq_tables_threads128,1,1624.433716,22.0897274017334,-98.64015827890306,180355072,14442496,8.818468623778221,0.9419428139049585,7973298.936508338,skip
IQ3_XXS,64x4096,64,4096,iq_tables_threads128,3,270.784831,4.932607968648274,-98.17840314376832,1048576,100352,0.2329250585699497,0.02487983962507474,207598.09141706748,True
IQ3_XXS,4096x4096,4096,4096,iq_tables_threads128,1,1092.228027,19.676095962524414,-98.19853588480343,67108864,6422528,3.7370925685689746,0.3991767323829283,3330742.0397227937,skip
IQ3_XXS,11008x4096,11008,4096,iq_tables_threads128,1,2437.06958,48.705535888671875,-98.00147126334112,180355072,17260544,4.057354310846669,0.4333854209406825,3616180.3126975666,skip
IQ3_S,64x4096,64,4096,iq_tables_threads128,3,254.123698,3.0607360204060874,-98.79557237499114,1048576,112640,0.37939109817315575,0.04052457788647252,334560.05129907915,True
IQ3_S,4096x4096,4096,4096,iq_tables_threads128,1,1029.164062,13.352736473083496,-98.70256483236165,67108864,7208960,5.565737341541204,0.5945030272955782,4908057.620406705,skip
IQ3_S,11008x4096,11008,4096,iq_tables_threads128,1,2305.68335,33.01990509033203,-98.56789072574375,180355072,19374080,6.04875003285455,0.6460959231846347,5333994.737966976,skip
