qtype,shape,iterations,ms,encoded_bytes,decoded_bytes,traffic_gb_s,exact,kernel_variant
Q1_0,64x4096,200,0.009185,36864,1048576,118.172,True,q1_quad_adjacent
Q1_0,4096x4096,20,0.088832,2359296,67108864,782.017,skip,q1_quad_adjacent
Q1_0,11008x4096,10,0.245632,6340608,180355072,760.063,skip,q1_quad_adjacent
